Year,Year ending,Local Government Area,Investigation Status,Offence Count
2014,December,Strathbogie,Other,46
2014,December,Strathbogie,Unsolved,150
2014,December,Surf Coast,Arrest/Summons,621
2014,December,Surf Coast,Not authorised,84
2014,December,Surf Coast,Other,139
2014,December,Surf Coast,Unsolved,567
2014,December,Swan Hill,Arrest/Summons,"1,327"
2014,December,Swan Hill,Not authorised,177
2014,December,Swan Hill,Other,300
2014,December,Swan Hill,Unsolved,393
2014,December,Towong,Arrest/Summons,101
2014,December,Towong,Not authorised,17
2014,December,Towong,Other,23
2014,December,Towong,Unsolved,55
2014,December,Wangaratta,Arrest/Summons,"1,448"
2014,December,Wangaratta,Not authorised,179
2014,December,Wangaratta,Other,415
2014,December,Wangaratta,Unsolved,469
2014,December,Warrnambool,Arrest/Summons,"1,790"
2014,December,Warrnambool,Not authorised,212
2014,December,Warrnambool,Other,284
2014,December,Warrnambool,Unsolved,715
2014,December,Wellington,Arrest/Summons,"1,768"
2014,December,Wellington,Not authorised,439
2014,December,Wellington,Other,346
2014,December,Wellington,Unsolved,"1,349"
2014,December,West Wimmera,Arrest/Summons,138
2014,December,West Wimmera,Not authorised,9
2014,December,West Wimmera,Other,11
2014,December,West Wimmera,Unsolved,36
2014,December,Whitehorse,Arrest/Summons,"2,906"
2014,December,Whitehorse,Not authorised,330
2014,December,Whitehorse,Other,569
2014,December,Whitehorse,Unsolved,"3,523"
2014,December,Whittlesea,Arrest/Summons,"5,708"
2014,December,Whittlesea,Not authorised,"1,085"
2014,December,Whittlesea,Other,826
2014,December,Whittlesea,Unsolved,"5,972"
2014,December,Wodonga,Arrest/Summons,"1,794"
2014,December,Wodonga,Not authorised,154
2014,December,Wodonga,Other,253
2014,December,Wodonga,Unsolved,970
2014,December,Wyndham,Arrest/Summons,"5,625"
2014,December,Wyndham,Not authorised,575
2014,December,Wyndham,Other,646
2014,December,Wyndham,Unsolved,"6,127"
2014,December,Yarra,Arrest/Summons,"5,574"
2014,December,Yarra,Not authorised,528
2014,December,Yarra,Other,"1,187"
2014,December,Yarra,Unsolved,"5,570"
2014,December,Yarra Ranges,Arrest/Summons,"3,216"
2014,December,Yarra Ranges,Not authorised,527
2014,December,Yarra Ranges,Other,704
2014,December,Yarra Ranges,Unsolved,"2,608"
2014,December,Yarriambiack,Arrest/Summons,228
2014,December,Yarriambiack,Not authorised,25
2014,December,Yarriambiack,Other,31
2014,December,Yarriambiack,Unsolved,71
