TID,LGAID,Postcode,Suburb/Town Name
1036,22,3312,Lindsay
1037,22,3312,Nangeela
1038,22,3312,Sandford
1039,22,3312,Strathdownie
1040,22,3312,Wando Bridge
1041,22,3312,Wando Vale
1042,22,3312,Warrock
1043,22,3315,Muntham
1044,22,3315,Paschendale
1045,22,3315,Tahara Bridge
1046,23,3213,Anakie
1047,23,3213,Batesford
1048,23,3218,Murgheboluc
1049,23,3218,Stonehaven
1050,23,3321,Hesse
1051,23,3321,Inverleigh
1052,23,3321,Wingeel
1053,23,3322,Cressy
1054,23,3323,Berrybank
1055,23,3328,Teesdale
1056,23,3329,Barunah Park
1057,23,3329,Shelford
1058,23,3330,Rokewood
1059,23,3331,Bannockburn
1060,23,3331,Gheringhap
1061,23,3331,Maude
1062,23,3331,Russells Bridge
1063,23,3331,She Oaks
1064,23,3331,Steiglitz
1065,23,3331,Sutherlands Creek
1066,23,3332,Lethbridge
1067,23,3333,Bamganie
1068,23,3333,Meredith
1069,23,3342,Durdidwarrah
1070,23,3351,Berringa
1071,23,3351,Cape Clear
1072,23,3351,Haddon
1073,23,3351,Illabarook
1074,23,3351,Newtown
1075,23,3351,Nintingbool
1076,23,3351,Piggoreet
1077,23,3351,Pitfield
1078,23,3351,Rokewood Junction
1079,23,3351,Ross Creek
1080,23,3351,Scarsdale
1081,23,3351,Smythes Creek
1082,23,3351,Smythesdale
1083,23,3351,Springdallah
1084,23,3351,Staffordshire Reef
1085,23,3351,Wallinduc
1086,23,3352,Cambrian Hill
1087,23,3352,Corindhap
1088,23,3352,Dereel
1089,23,3352,Durham Lead
1090,23,3352,Enfield
1091,23,3352,Garibaldi
1092,23,3352,Grenville
1093,23,3352,Mount Mercer
1094,23,3352,Napoleons
1095,23,3352,Werneth
1096,23,3360,Happy Valley
1097,23,3360,Linton
1098,23,3360,Mannibadar
1099,23,3360,Pittong
1100,23,3360,Willowvale
1101,24,3444,Mia Mia
1102,24,3444,Redesdale
1103,24,3453,Harcourt North
1104,24,3453,Ravenswood
1105,24,3515,Marong
1106,24,3515,Shelbourne
1107,24,3515,Wilsons Hill
1108,24,3516,Leichardt
1109,24,3523,Argyle
1110,24,3523,Costerfield
1111,24,3523,Derrinal
1112,24,3523,Heathcote
1113,24,3523,Knowsley
1114,24,3523,Ladys Pass
1115,24,3523,Lake Eppalock
1116,24,3523,Mount Camel
1117,24,3523,Redcastle
1118,24,3550,Bendigo
1119,24,3550,East Bendigo
1120,24,3550,Flora Hill
1121,24,3550,Ironbark
1122,24,3550,Kennington
1123,24,3550,Long Gully
1124,24,3550,North Bendigo
1125,24,3550,Quarry Hill
1126,24,3550,Spring Gully
1127,24,3550,Strathdale
1128,24,3550,West Bendigo
1129,24,3550,White Hills
1130,24,3551,Ascot
1131,24,3551,Axe Creek
1132,24,3551,Axedale
1133,24,3551,Bagshot
1134,24,3551,Bagshot North
1135,24,3551,Emu Creek
1136,24,3551,Eppalock
1137,24,3551,Epsom
1138,24,3551,Huntly
1139,24,3551,Huntly North
1140,24,3551,Junortoun
1141,24,3551,Kimbolton
1142,24,3551,Lake Eppalock
1143,24,3551,Lockwood
1144,24,3551,Lockwood South
1145,24,3551,Longlea
1146,24,3551,Maiden Gully
1147,24,3551,Mandurang
1148,24,3551,Mandurang South
1149,24,3551,Myrtle Creek
1150,24,3551,Sedgwick
1151,24,3551,Strathfieldsaye
1152,24,3551,Toolleen
1153,24,3551,Wellsford
1154,24,3555,Big Hill
1155,24,3555,Golden Gully
1156,24,3555,Golden Square
1157,24,3555,Kangaroo Flat
1158,24,3556,California Gully
1159,24,3556,Eaglehawk
1160,24,3556,Eaglehawk North
1161,24,3556,Jackass Flat
1162,24,3556,Myers Flat
1163,24,3556,Sailors Gully
1164,24,3556,Sebastian
1165,24,3556,Whipstick
1166,24,3556,Woodvale
1167,24,3557,Barnadown
1168,24,3557,Fosterville
1169,24,3557,Goornong
1170,24,3558,Elmore
1171,24,3558,Hunter
1172,24,3559,Avonmore
1173,24,3570,Drummartin
1174,24,3570,Kamarooka
1175,24,3570,Neilborough
1176,24,3570,Raywood
1177,25,3171,Springvale
1178,25,3172,Springvale South
1179,25,3173,Keysborough
1180,25,3174,Noble Park
1181,25,3174,Noble Park North
1182,25,3175,Bangholme
1183,25,3175,Dandenong
1184,25,3175,Dandenong North
1185,25,3175,Dandenong South
1186,25,3975,Lyndhurst
1187,26,3211,Little River
1188,26,3212,Avalon
1189,26,3212,Lara
1190,26,3212,Point Wilson
1191,26,3213,Anakie
1192,26,3213,Batesford
1193,26,3213,Lovely Banks
1194,26,3213,Moorabool
1195,26,3214,Bell Park
1196,26,3214,Corio
1197,26,3214,Norlane
1198,26,3214,North Shore
1199,26,3215,Bell Park
1200,26,3215,Bell Post Hill
1201,26,3215,Drumcondra
1202,26,3215,Hamlyn Heights
1203,26,3215,North Geelong
1204,26,3215,Rippleside
1205,26,3216,Belmont
1206,26,3216,Grovedale
1207,26,3216,Highton
1208,26,3216,Marshall
1209,26,3216,Wandana Heights
1210,26,3216,Waurn Ponds
1211,26,3217,Armstrong Creek
1212,26,3217,Charlemont
1213,26,3217,Mount Duneed
1214,26,3218,Fyansford
1215,26,3218,Geelong West
1216,26,3218,Herne Hill
1217,26,3218,Manifold Heights
1218,26,3219,Breakwater
1219,26,3219,East Geelong
1220,26,3219,Newcomb
1221,26,3219,St Albans Park
1222,26,3219,Thomson
1223,26,3219,Whittington
1224,26,3220,Geelong
1225,26,3220,Newtown
1226,26,3220,South Geelong
1227,26,3221,Ceres
1228,26,3222,Clifton Springs
1229,26,3222,Curlewis
1230,26,3222,Drysdale
1231,26,3222,Mannerim
1232,26,3222,Marcus Hill
1233,26,3222,Wallington
1234,26,3223,Bellarine
1235,26,3223,Indented Head
1236,26,3223,Portarlington
1237,26,3223,St Leonards
1238,26,3224,Leopold
1239,26,3224,Moolap
1240,26,3225,Point Lonsdale
1241,26,3225,Swan Bay
1242,26,3226,Ocean Grove
1243,26,3227,Barwon Heads
1244,26,3227,Breamlea
1245,26,3227,Connewarre
1246,26,3340,Balliang
1247,26,3340,Staughton Vale
1248,27,3610,Dhurringile
1249,27,3610,Moorilim
1250,27,3610,Murchison
1251,27,3610,Murchison East
1252,27,3610,Murchison North
1253,27,3614,Toolamba
1254,27,3614,Toolamba West
1255,27,3616,Cooma
1256,27,3616,Gillieston
1257,27,3616,Girgarre East
1258,27,3616,Harston
1259,27,3616,Mooroopna North West
1260,27,3616,Tatura
1261,27,3616,Tatura East
1262,27,3617,Byrneside
1263,27,3618,Merrigum
1264,27,3620,Kyabram
1265,27,3620,Kyabram South
1266,27,3620,Lancaster
1267,27,3620,St Germains
1268,27,3629,Ardmona
1269,27,3629,Coomboona
1270,27,3629,Mooroopna
1271,27,3629,Mooroopna North
1272,27,3629,Undera
1273,27,3630,Caniambo
1274,27,3630,Shepparton
1275,27,3631,Arcadia
1276,27,3631,Cosgrove
1277,27,3631,Cosgrove South
1278,27,3631,Grahamvale
1279,27,3631,Karramomus
1280,27,3631,Kialla
1281,27,3631,Kialla East
1282,27,3631,Kialla West
1283,27,3631,Lemnos
1284,27,3631,Orrvale
1285,27,3631,Pine Lodge
1286,27,3631,Shepparton East
1287,27,3631,Shepparton North
1288,27,3633,Congupna
1289,27,3634,Bunbartha
1290,27,3634,Katandra
1291,27,3634,Katandra West
1292,27,3634,Marionvale
1293,27,3634,Marungi
1294,27,3634,Tallygaroopna
1295,27,3634,Zeerust
1296,27,3646,Dookie
1297,27,3646,Mount Major
1298,27,3646,Nalinga
1299,27,3647,Dookie College
1300,27,3669,Gowangardie
1301,27,3669,Tamleugh North
1302,27,3725,Major Plains
1303,27,3725,Stewarton
1304,28,3352,Mollongghip
1305,28,3352,Sulky
1306,28,3352,Wattle Flat
1307,28,3363,Creswick
1308,28,3363,Creswick North
1309,28,3363,Dean
1310,28,3363,Langdons Hill
1311,28,3363,Mount Beckworth
1312,28,3364,Allendale
1313,28,3364,Blampied
1314,28,3364,Broomfield
1315,28,3364,Cabbage Tree
1316,28,3364,Campbelltown
1317,28,3364,Kingston
1318,28,3364,Kooroocheang
1319,28,3364,Lawrence
1320,28,3364,Mount Prospect
1321,28,3364,Newlyn
1322,28,3364,Newlyn North
1323,28,3364,Rocklyn
1324,28,3364,Smeaton
1325,28,3364,Smokeytown
1326,28,3364,Springmount
1327,28,3364,Werona
1328,28,3370,Clunes
1329,28,3370,Glengower
1330,28,3370,Ullina
1331,28,3371,Dunach
1332,28,3371,Evansford
1333,28,3444,Spring Hill
1334,28,3444,Tylden
1335,28,3446,Drummond North
1336,28,3451,Guildford
1337,28,3451,Tarilta
1338,28,3458,Fern Hill
1339,28,3458,Little Hampton
1340,28,3458,Newbury
1341,28,3458,North Blackwood
1342,28,3458,Trentham
1343,28,3458,Trentham East
1344,28,3460,Basalt
1345,28,3460,Daylesford
1346,28,3461,Bullarto
1347,28,3461,Bullarto South
1348,28,3461,Clydesdale
1349,28,3461,Coomoora
1350,28,3461,Denver
1351,28,3461,Drummond
1352,28,3461,Dry Diggings
1353,28,3461,Eganstown
1354,28,3461,Elevated Plains
1355,28,3461,Franklinford
1356,28,3461,Glenlyon
1357,28,3461,Hepburn
1358,28,3461,Hepburn Springs
1359,28,3461,Leonards Hill
1360,28,3461,Lyonville
1361,28,3461,Mount Franklin
1362,28,3461,Musk
1363,28,3461,Musk Vale
1364,28,3461,Porcupine Ridge
1365,28,3461,Sailors Falls
1366,28,3461,Sailors Hill
1367,28,3461,Shepherds Flat
1368,28,3461,Strangways
1369,28,3461,Wheatsheaf
1370,28,3461,Yandoit
1371,29,3414,Antwerp
1372,29,3414,Dimboola
1373,29,3414,Tarranyurk
1374,29,3418,Broughton
1375,29,3418,Gerang Gerung
1376,29,3418,Glenlee
1377,29,3418,Kiata
1378,29,3418,Lorquon
1379,29,3418,Netherby
1380,29,3418,Nhill
1381,29,3418,Yanac
1382,29,3423,Jeparit
1383,29,3424,Rainbow
1384,30,3012,Brooklyn
1385,30,3015,Newport
1386,30,3015,South Kingsville
1387,30,3015,Spotswood
1388,30,3016,Williamstown
1389,30,3016,Williamstown North
1390,30,3018,Altona
1391,30,3018,Seaholme
1392,30,3025,Altona North
1393,30,3028,Altona Meadows
1394,30,3028,Laverton
1395,30,3028,Seabrook
1396,31,3385,Dadswells Bridge
1397,31,3400,Horsham
1398,31,3401,Brimpaen
1399,31,3401,Bungalally
1400,31,3401,Dooen
1401,31,3401,Drung
1402,31,3401,Haven
1403,31,3401,Kalkee
1404,31,3401,Kanagulk
1405,31,3401,Laharum
1406,31,3401,Longerenong
1407,31,3401,Lower Norton
1408,31,3401,McKenzie Creek
1409,31,3401,Mockinya
1410,31,3401,Murra Warra
1411,31,3401,Nurrabiel
1412,31,3401,Pimpinio
1413,31,3401,Quantong
1414,31,3401,Riverside
1415,31,3401,St Helens Plains
1416,31,3401,Telangatuk East
1417,31,3401,Toolondo
1418,31,3401,Vectis
1419,31,3401,Wail
1420,31,3401,Wartook
1421,31,3401,Wonwondah
1422,31,3409,Clear Lake
1423,31,3409,Duchembegarra
1424,31,3409,Mitre
1425,31,3409,Natimuk
1426,31,3409,Noradjuha
1427,31,3409,Tooan
1428,32,3036,Keilor
1429,32,3043,Gladstone Park
1430,32,3043,Tullamarine
1431,32,3045,Melbourne Airport
1432,32,3047,Broadmeadows
1433,32,3047,Dallas
1434,32,3047,Jacana
1435,32,3048,Coolaroo
1436,32,3048,Meadow Heights
1437,32,3049,Attwood
1438,32,3049,Broadmeadows
1439,32,3049,Westmeadows
1440,32,3059,Greenvale
1441,32,3060,Fawkner
1442,32,3061,Campbellfield
1443,32,3062,Somerton
1444,32,3063,Oaklands Junction
1445,32,3063,Yuroke
1446,32,3064,Craigieburn
1447,32,3064,Kalkallo
1448,32,3064,Mickleham
1449,32,3064,Roxburgh Park
1450,32,3427,Diggers Rest
1451,32,3428,Bulla
1452,32,3429,Sunbury
1453,32,3429,Wildwood
1454,32,3430,Clarkefield
1455,33,3682,Lilliput
1456,33,3682,Norong
1457,33,3683,Chiltern
1458,33,3683,Chiltern Valley
1459,33,3683,Cornishtown
1460,33,3685,Brimin
1461,33,3685,Browns Plains
1462,33,3685,Carlyle
1463,33,3685,Gooramadda
1464,33,3685,Rutherglen
1465,33,3687,Wahgunyah
1466,33,3688,Barnawartha
1467,33,3688,Indigo Valley
1468,33,3691,Allans Flat
1469,33,3691,Gundowring
1470,33,3691,Kergunyah
1471,33,3691,Kiewa
1472,33,3691,Osbornes Flat
1473,33,3691,Staghorn Flat
1474,33,3691,Tangambalanga
1475,33,3695,Charleroi
1476,33,3695,Huon
1477,33,3695,Sandy Creek
1478,33,3747,Beechworth
1479,33,3747,Stanley
1480,33,3747,Wooragee
1481,33,3749,Bruarong
1482,33,3749,Yackandandah
1483,35,3167,Oakleigh South
1484,35,3169,Clarinda
1485,35,3169,Clayton South
1486,35,3172,Dingley Village
1487,35,3189,Moorabbin
1488,35,3190,Highett
1489,35,3192,Cheltenham
1490,35,3194,Mentone
1491,35,3194,Moorabbin Airport
1492,35,3195,Aspendale
1493,35,3195,Aspendale Gardens
1494,35,3195,Braeside
1495,35,3195,Mordialloc
1496,35,3195,Parkdale
1497,35,3195,Waterways
1498,35,3196,Bonbeach
1499,35,3196,Chelsea
1500,35,3196,Chelsea Heights
1501,35,3196,Edithvale
1502,35,3197,Carrum
1503,35,3197,Patterson Lakes
1504,35,3202,Heatherton
1505,36,3152,Wantirna
1506,36,3152,Wantirna South
1507,36,3153,Bayswater
1508,36,3154,The Basin
1509,36,3155,Boronia
1510,36,3155,Wantirna South
1511,36,3156,Ferntree Gully
1512,36,3156,Lysterfield
1513,36,3156,Upper Ferntree Gully
1514,36,3178,Rowville
1515,36,3179,Scoresby
1516,36,3180,Knoxfield
1517,37,3824,Narracan
1518,37,3825,Hernes Oak
1519,37,3825,Moe
1520,37,3825,Moe South
1521,37,3825,Newborough
1522,37,3825,Tanjil South
1523,37,3825,Yallourn
1524,37,3825,Yallourn North
1525,37,3840,Driffield
1526,37,3840,Hazelwood
1527,37,3840,Hazelwood North
1528,37,3840,Hazelwood South
1529,37,3840,Jeeralang
1530,37,3840,Jeeralang Junction
1531,37,3840,Maryvale
1532,37,3840,Morwell
1533,37,3842,Churchill
1534,37,3844,Callignee
1535,37,3844,Flynn
1536,37,3844,Flynns Creek
1537,37,3844,Koornalla
1538,37,3844,Loy Yang
1539,37,3844,Mount Tassie
1540,37,3844,Traralgon
1541,37,3844,Traralgon East
1542,37,3844,Traralgon South
1543,37,3844,Tyers
1544,37,3854,Glengarry
1545,37,3854,Glengarry North
1546,37,3854,Glengarry West
1547,37,3856,Toongabbie
1548,37,3857,Cowwarr
1549,37,3869,Jumbuk
1550,37,3869,Yinnar
1551,37,3869,Yinnar South
1552,37,3870,Boolarra
1553,37,3870,Boolarra South
1554,37,3870,Budgeree
1555,37,3870,Grand Ridge
1556,37,3871,Delburn
1557,37,3871,Mirboo
1558,37,3971,Balook
1559,38,3463,Eastville
1560,38,3463,Laanecoorie
1561,38,3463,Woodstock West
1562,38,3472,Dunolly
1563,38,3472,Eddington
1564,38,3472,McIntyre
1565,38,3472,Moliagul
1566,38,3475,Burkes Flat
1567,38,3475,Cochranes Creek
1568,38,3475,Emu
1569,38,3475,Logan
1570,38,3477,Gowar East
1571,38,3515,Marong
1572,38,3515,Shelbourne
1573,38,3516,Bridgewater
1574,38,3516,Bridgewater North
1575,38,3516,Bridgewater On Loddon
1576,38,3516,Derby
1577,38,3516,Leichardt
1578,38,3516,Yarraberb
1579,38,3517,Bears Lagoon
1580,38,3517,Brenanah
1581,38,3517,Glenalbyn
1582,38,3517,Inglewood
1583,38,3517,Jarklin
1584,38,3517,Kingower
1585,38,3517,Kurting
1586,38,3517,Powlett Plains
1587,38,3517,Rheola
1588,38,3517,Salisbury West
1589,38,3517,Serpentine
1590,38,3518,Berrimal
1591,38,3518,Borung
1592,38,3518,Fentons Creek
1593,38,3518,Fernihurst
1594,38,3518,Fiery Flat
1595,38,3518,Kurraca West
1596,38,3518,Mysia
1597,38,3518,Nine Mile
1598,38,3518,Richmond Plains
1599,38,3518,Skinners Flat
1600,38,3518,Wedderburn
1601,38,3518,Wedderburn Junction
1602,38,3518,Wehla
1603,38,3518,Woolshed Flat
1604,38,3518,Woosang
1605,38,3520,Kinypanial
1606,38,3520,Korong Vale
1607,38,3525,Buckrabanyule
1608,38,3525,Lake Marmal
1609,38,3525,Terrappee
1610,38,3525,Wychitella
1611,38,3525,Wychitella North
1612,38,3537,Barraport
1613,38,3537,Barraport West
1614,38,3537,Boort
1615,38,3537,Canary Island
1616,38,3537,Leaghur
1617,38,3537,Minmindie
1618,38,3537,Yando
1619,38,3551,Arnold
1620,38,3551,Arnold West
1621,38,3551,Llanelly
1622,38,3551,Murphys Creek
1623,38,3551,Newbridge
1624,38,3551,Painswick
1625,38,3551,Tarnagulla
1626,38,3551,Waanyarra
1627,38,3551,Woodstock On Loddon
1628,38,3556,Campbells Forest
1629,38,3556,Sebastian
1630,38,3567,Leitchville
1631,38,3570,Auchmore
1632,38,3570,Kamarooka
1633,38,3570,Raywood
1634,38,3571,Dingee
1635,38,3571,Pompapiel
1636,38,3571,Tandarra
1637,38,3572,Prairie
1638,38,3573,Calivil
1639,38,3573,Mitiamo
1640,38,3575,Gladfield
1641,38,3575,Loddon Vale
1642,38,3575,Mincha
1643,38,3575,Mologa
1644,38,3575,Pyramid Hill
1645,38,3575,Sylvaterre
1646,38,3575,Terrick Terrick
1647,38,3575,Yarrawalla
1648,38,3576,Durham Ox
1649,38,3579,Appin South
1650,38,3579,Macorna
1651,38,3579,Meering West
1652,39,3430,Clarkefield
1653,39,3431,Riddells Creek
1654,39,3432,Bolinda
1655,39,3433,Monegeetta
1656,39,3434,Cherokee
1657,39,3434,Kerrie
1658,39,3434,Romsey
1659,39,3434,Springfield
1660,39,3435,Benloch
1661,39,3435,Goldie
1662,39,3435,Lancefield
1663,39,3437,Bullengarook
1664,39,3437,Gisborne
1665,39,3437,Gisborne South
1666,39,3438,New Gisborne
1667,39,3440,Macedon
1668,39,3441,Mount Macedon
1669,39,3442,Ashbourne
1670,39,3442,Cadello
1671,39,3442,Carlsruhe
1672,39,3442,Cobaw
1673,39,3442,Hesket
1674,39,3442,Newham
1675,39,3442,Rochford
1676,39,3442,Woodend
1677,39,3442,Woodend North
1678,39,3444,Baynton
1679,39,3444,Edgecombe
1680,39,3444,Greenhill
1681,39,3444,Kyneton
1682,39,3444,Kyneton South
1683,39,3444,Lauriston
1684,39,3444,Pastoria
1685,39,3444,Pastoria East
1686,39,3444,Pipers Creek
1687,39,3444,Spring Hill
1688,39,3444,Tylden
1689,39,3446,Malmsbury
1690,39,3458,Fern Hill
1691,39,3458,Trentham East
1692,39,3756,Chintin
1693,39,3756,Darraweit Guim
1694,40,3105,Bulleen
1695,40,3106,Templestowe
1696,40,3107,Doncaster
1697,40,3107,Templestowe Lower
1698,40,3108,Bulleen
1699,40,3108,Doncaster
1700,40,3109,Doncaster East
1701,40,3111,Donvale
1702,40,3113,Warrandyte
1703,40,3114,Park Orchards
1704,40,3115,Wonga Park
1705,40,3131,Nunawading
1706,40,3134,Ringwood North
1707,40,3134,Warrandyte South
1708,41,3713,Lake Eildon
1709,41,3715,Ancona
1710,41,3715,Merton
1711,41,3715,Woodfield
1712,41,3720,Bonnie Doon
1713,41,3722,Barwite
1714,41,3722,Mansfield
1715,41,3723,Barjarg
1716,41,3723,Boorolite
1717,41,3723,Bridge Creek
1718,41,3723,Delatite
1719,41,3723,Enochs Point
1720,41,3723,Gaffneys Creek
1721,41,3723,Goughs Bay
1722,41,3723,Howes Creek
1723,41,3723,Howqua
1724,41,3723,Howqua Hills
1725,41,3723,Howqua Inlet
1726,41,3723,Jamieson
1727,41,3723,Kevington
1728,41,3723,Knockwood
1729,41,3723,Macs Cove
1730,41,3723,Maindample
1731,41,3723,Matlock
1732,41,3723,Merrijig
1733,41,3723,Mirimbah
1734,41,3723,Mount Buller
1735,41,3723,Mountain Bay
1736,41,3723,Piries
1737,41,3723,Sawmill Settlement
1738,41,3723,Tolmie
1739,41,3723,Woods Point
1740,42,3011,Footscray
1741,42,3011,Seddon
1742,42,3012,Kingsville
1743,42,3012,Maidstone
1744,42,3012,Tottenham
1745,42,3012,West Footscray
1746,42,3013,Yarraville
1747,42,3019,Braybrook
1748,42,3032,Maribyrnong
1749,43,3114,Park Orchards
1750,43,3115,Wonga Park
1751,43,3133,Vermont
1752,43,3134,Ringwood
1753,43,3134,Ringwood North
1754,43,3134,Warranwood
1755,43,3135,Heathmont
1756,43,3135,Ringwood East
1757,43,3136,Croydon
1758,43,3136,Croydon Hills
1759,43,3136,Croydon North
1760,43,3136,Croydon South
1761,43,3137,Kilsyth
1762,43,3137,Kilsyth South
1763,43,3153,Bayswater North
1764,44,3000,Carlton
1765,44,3000,Melbourne
1766,44,3002,East Melbourne
1767,44,3003,West Melbourne
1768,44,3004,Melbourne
1769,44,3006,South Wharf
1770,44,3006,Southbank
1771,44,3008,Docklands
1772,44,3031,Flemington
1773,44,3031,Kensington
1774,44,3051,North Melbourne
1775,44,3052,Melbourne
1776,44,3052,Parkville
1777,44,3053,Carlton
1778,44,3054,Carlton North
1779,44,3141,South Yarra
1780,44,3207,Port Melbourne
1781,45,3023,Burnside
1782,45,3023,Burnside Heights
1783,45,3023,Caroline Springs
1784,45,3023,Ravenhall
1785,45,3024,Mount Cottrell
1786,45,3029,Truganina
1787,45,3037,Hillside
1788,45,3037,Taylors Hill
1789,45,3335,Bonnie Brook
1790,45,3335,Grangefields
1791,45,3335,Plumpton
1792,45,3335,Rockbank
1793,45,3335,Thornhill Park
