Year,LGAID,LSID,Offence Count
2014,36,1,595
2014,36,2,754
2014,36,3,3638
2014,37,0,7225
2014,37,1,954
2014,37,2,1143
2014,37,3,2561
2014,38,0,373
2014,38,1,23
2014,38,2,40
2014,38,3,95
2014,39,0,1059
2014,39,1,145
2014,39,2,161
2014,39,3,723
2014,40,0,1614
2014,40,1,249
2014,40,2,351
2014,40,3,1812
2014,41,0,251
2014,41,1,44
2014,41,2,79
2014,41,3,197
2014,42,0,3470
2014,42,1,333
2014,42,2,789
2014,42,3,3563
2014,43,0,3839
2014,43,1,396
2014,43,2,694
2014,43,3,2833
2014,44,0,16351
2014,44,1,1159
2014,44,2,5499
2014,44,3,10054
2014,45,0,4391
2014,45,1,539
2014,45,2,505
2014,45,3,4391
2014,46,0,4352
2014,46,1,798
2014,46,2,739
2014,46,3,6807
2014,47,0,2765
2014,47,1,348
2014,47,2,794
2014,47,3,2028
2014,48,0,1730
2014,48,1,365
2014,48,2,309
2014,48,3,885
2014,49,0,738
2014,49,1,87
2014,49,2,199
2014,49,3,399
2014,50,0,3705
2014,50,1,456
2014,50,2,546
2014,50,3,4441
2014,51,0,3524
2014,51,1,439
2014,51,2,655
2014,51,3,3865
2014,52,0,824
2014,52,1,179
2014,52,2,148
2014,52,3,770
2014,53,0,4899
2014,53,1,822
2014,53,2,1311
2014,53,3,3409
2014,54,0,583
2014,54,1,45
2014,54,2,107
2014,54,3,277
2014,55,0,302
2014,55,1,56
2014,55,2,70
2014,55,3,218
2014,56,0,331
2014,56,1,59
2014,56,2,96
2014,56,3,185
2014,57,0,820
2014,57,1,187
2014,57,2,127
2014,57,3,917
2014,58,0,473
2014,58,1,112
2014,58,2,141
2014,58,3,210
2014,59,0,4672
2014,59,1,741
2014,59,2,1292
2014,59,3,5158
2014,60,0,196
2014,60,1,33
2014,60,2,21
2014,60,3,201
2014,61,0,43
2014,61,1,3
2014,61,2,11
2014,61,3,69
2014,62,0,649
2014,62,1,94
2014,62,2,100
2014,62,3,358
2014,63,0,513
2014,63,1,74
2014,63,2,144
2014,63,3,222
2014,64,0,3922
2014,64,1,416
2014,64,2,993
2014,64,3,4279
2014,65,0,236
2014,65,1,61
2014,65,2,46
2014,65,3,150
2014,66,0,621
2014,66,1,84
2014,66,2,139
2014,66,3,567
2014,67,0,1327
2014,67,1,177
2014,67,2,300
2014,67,3,393
2014,68,0,101
2014,68,1,17
2014,68,2,23
2014,68,3,55
2014,70,0,1448
2014,70,1,179
2014,70,2,415
2014,70,3,469
2014,71,0,1790
2014,71,1,212
2014,71,2,284
2014,71,3,715
2014,72,0,1768
2014,72,1,439
2014,72,2,346
2014,72,3,1349
2014,73,0,138
2014,73,1,9
2014,73,2,11
2014,73,3,36
2014,74,0,2906
2014,74,1,330
2014,74,2,569
2014,74,3,3523
2014,75,0,5708
2014,75,1,1085
2014,75,2,826
2014,75,3,5972
2014,76,0,1794
2014,76,1,154
2014,76,2,253
2014,76,3,970
2014,77,0,5625
2014,77,1,575
2014,77,2,646
2014,77,3,6127
2014,78,0,5574
2014,78,1,528
2014,78,2,1187
2014,78,3,5570
2014,79,0,3216
2014,79,1,527
2014,79,2,704
2014,79,3,2608
2014,80,0,228
2014,80,1,25
2014,80,2,31
2014,80,3,71
