Year,LGAID,OSGID,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2016,28,17,16,22.6,54.3
2016,28,19,6,8.5,20.3
2016,28,20,154,218.0,522.3
2016,28,21,7,9.9,23.7
2016,28,22,2,2.8,6.8
2016,28,23,13,18.4,44.1
2016,28,24,1,1.4,3.4
2016,28,26,91,128.8,308.6
2016,28,27,94,133.0,318.8
2016,28,29,40,56.6,135.7
2016,28,30,119,168.4,403.6
2016,28,31,58,82.1,196.7
2016,28,32,13,18.4,44.1
2016,28,33,50,70.8,169.6
2016,28,35,158,223.6,535.8
2016,28,36,12,17.0,40.7
2016,28,38,69,97.7,234.0
2016,28,39,1,1.4,3.4
2016,28,45,39,55.2,132.3
2016,28,46,8,11.3,27.1
2016,28,48,2,2.8,6.8
2016,28,49,2,2.8,6.8
2016,28,50,109,154.3,369.7
2016,28,52,71,100.5,240.8
2016,28,53,26,36.8,88.2
2016,28,54,5,7.1,17.0
2016,28,55,10,14.2,33.9
2016,28,56,26,36.8,88.2
2016,28,57,16,22.6,54.3
2016,28,58,6,8.5,20.3
2016,28,59,4,5.7,13.6
2016,28,61,1,1.4,3.4
2016,28,65,11,15.6,37.3
2016,28,66,1,1.4,3.4
2016,28,74,26,36.8,88.2
2016,28,75,2,2.8,6.8
2016,28,76,2,2.8,6.8
2016,28,77,20,28.3,67.8
2016,28,78,119,168.4,403.6
2016,28,79,10,14.2,33.9
2016,28,80,32,45.3,108.5
2016,28,81,5,7.1,17.0
2016,28,100,2,2.8,6.8
2016,34,107,2,2.8,7.0
2016,34,0,64,90.6,223.8
2016,34,1,52,73.6,181.9
2016,34,2,13,18.4,45.5
2016,34,3,85,120.3,297.3
2016,34,4,52,73.6,181.9
2016,34,108,85,120.3,297.3
2016,34,109,1,1.4,3.5
2016,34,110,1,1.4,3.5
2016,34,7,15,21.2,52.5
2016,34,8,7,9.9,24.5
2016,34,9,5,7.1,17.5
2016,34,10,3,4.2,10.5
2016,34,11,17,24.1,59.5
2016,34,12,23,32.6,80.4
2016,34,13,6,8.5,21.0
2016,34,15,11,15.6,38.5
2016,34,16,26,36.8,90.9
2016,34,17,18,25.5,63.0
2016,34,19,8,11.3,28.0
2016,34,20,259,366.6,905.8
2016,34,21,16,22.6,56.0
2016,34,22,3,4.2,10.5
2016,34,23,4,5.7,14.0
2016,34,26,50,70.8,174.9
2016,34,27,66,93.4,230.8
2016,34,29,28,39.6,97.9
2016,34,30,168,237.8,587.6
2016,34,31,114,161.3,398.7
2016,34,32,23,32.6,80.4
2016,34,33,57,80.7,199.4
2016,34,35,188,266.1,657.5
2016,34,36,21,29.7,73.4
2016,34,38,117,165.6,409.2
2016,34,39,1,1.4,3.5
2016,34,41,1,1.4,3.5
2016,34,44,1,1.4,3.5
2016,34,45,52,73.6,181.9
2016,34,46,6,8.5,21.0
2016,34,48,9,12.7,31.5
2016,34,49,9,12.7,31.5
2016,34,50,140,198.1,489.6
2016,34,51,4,5.7,14.0
2016,34,52,60,84.9,209.8
2016,34,53,66,93.4,230.8
2016,34,54,11,15.6,38.5
2016,34,55,12,17.0,42.0
2016,34,56,70,99.1,244.8
2016,34,57,57,80.7,199.4
2016,34,58,9,12.7,31.5
2016,34,59,4,5.7,14.0
2016,34,60,7,9.9,24.5
2016,34,61,1,1.4,3.5
2016,34,62,1,1.4,3.5
2016,34,65,37,52.4,129.4
2016,34,66,3,4.2,10.5
2016,34,69,1,1.4,3.5
2016,34,72,1,1.4,3.5
2016,34,74,32,45.3,111.9
2016,34,75,3,4.2,10.5
2016,34,76,16,22.6,56.0
2016,34,77,1,1.4,3.5
2016,34,78,285,403.4,996.8
2016,34,79,18,25.5,63.0
2016,34,80,44,62.3,153.9
2016,34,81,11,15.6,38.5
2016,34,92,1,1.4,3.5
2016,34,96,1,1.4,3.5
2016,34,100,1,1.4,3.5
2016,34,101,9,12.7,31.5
2016,55,0,30,44.6,184.7
2016,55,1,13,19.3,80.0
2016,55,2,4,6.0,24.6
2016,55,3,34,50.6,209.3
2016,55,4,6,8.9,36.9
2016,55,108,44,65.5,270.9
2016,55,110,1,1.5,6.2
2016,55,5,1,1.5,6.2
2016,55,7,1,1.5,6.2
2016,55,8,4,6.0,24.6
2016,55,9,2,3.0,12.3
2016,55,10,1,1.5,6.2
2016,55,11,8,11.9,49.3
2016,55,12,3,4.5,18.5
2016,55,15,4,6.0,24.6
2016,55,16,10,14.9,61.6
2016,55,17,5,7.4,30.8
2016,55,19,1,1.5,6.2
2016,55,20,97,144.3,597.2
2016,55,21,4,6.0,24.6
2016,55,23,4,6.0,24.6
2016,55,26,53,78.8,326.3
2016,55,27,77,114.5,474.1
2016,55,28,1,1.5,6.2
2016,55,29,45,66.9,277.0
2016,55,30,57,84.8,350.9
2016,55,31,18,26.8,110.8
2016,55,32,5,7.4,30.8
2016,55,33,33,49.1,203.2
2016,55,34,1,1.5,6.2
2016,55,35,106,157.7,652.6
2016,55,36,11,16.4,67.7
2016,55,38,35,52.1,215.5
2016,55,39,1,1.5,6.2
2016,55,45,7,10.4,43.1
2016,55,46,5,7.4,30.8
2016,55,49,3,4.5,18.5
2016,55,50,28,41.7,172.4
2016,55,52,32,47.6,197.0
2016,55,53,11,16.4,67.7
2016,55,54,1,1.5,6.2
2016,55,55,3,4.5,18.5
2016,55,56,7,10.4,43.1
2016,55,57,6,8.9,36.9
2016,55,58,3,4.5,18.5
2016,55,59,4,6.0,24.6
2016,55,65,5,7.4,30.8
2016,55,66,1,1.5,6.2
2016,55,69,1,1.5,6.2
2016,55,74,10,14.9,61.6
2016,55,75,1,1.5,6.2
2016,55,77,4,6.0,24.6
2016,55,78,91,135.4,560.2
2016,55,79,8,11.9,49.3
2016,55,80,5,7.4,30.8
2016,55,81,2,3.0,12.3
2016,55,105,1,1.5,6.2
2016,69,107,2,3.0,11.9
2016,69,0,18,26.8,107.5
2016,69,1,17,25.3,101.6
2016,69,2,6,8.9,35.8
2016,69,3,31,46.1,185.2
2016,69,4,9,13.4,53.8
2016,69,108,50,74.4,298.7
2016,69,5,2,3.0,11.9
2016,69,7,2,3.0,11.9
2016,69,8,1,1.5,6.0
2016,69,9,3,4.5,17.9
2016,69,10,4,6.0,23.9
2016,69,11,6,8.9,35.8
2016,69,12,5,7.4,29.9
2016,69,13,1,1.5,6.0
2016,69,15,1,1.5,6.0
2016,69,16,8,11.9,47.8
2016,69,17,4,6.0,23.9
2016,69,19,1,1.5,6.0
2016,69,20,58,86.3,346.5
2016,69,21,1,1.5,6.0
2016,69,22,1,1.5,6.0
2016,69,23,4,6.0,23.9
2016,69,26,64,95.2,382.4
2016,69,27,19,28.3,113.5
2016,69,29,20,29.8,119.5
2016,69,30,36,53.6,215.1
2016,69,31,13,19.3,77.7
2016,69,32,4,6.0,23.9
2016,69,33,30,44.6,179.2
2016,69,35,66,98.2,394.3
2016,69,36,1,1.5,6.0
2016,69,38,2,3.0,11.9
2016,69,45,8,11.9,47.8
2016,69,46,5,7.4,29.9
2016,69,48,1,1.5,6.0
2016,69,49,1,1.5,6.0
2016,69,50,15,22.3,89.6
2016,69,52,20,29.8,119.5
2016,69,53,9,13.4,53.8
2016,69,54,1,1.5,6.0
2016,69,56,8,11.9,47.8
2016,69,57,7,10.4,41.8
2016,69,58,3,4.5,17.9
2016,69,59,1,1.5,6.0
2016,69,65,5,7.4,29.9
2016,69,74,9,13.4,53.8
2016,69,75,1,1.5,6.0
2016,69,77,3,4.5,17.9
2016,69,78,50,74.4,298.7
2016,69,79,4,6.0,23.9
2016,69,80,3,4.5,17.9
2016,69,81,2,3.0,11.9
2016,76,0,93,138.3,271.6
2016,76,1,71,105.6,207.3
2016,76,2,15,22.3,43.8
2016,76,3,111,165.1,324.2
2016,76,4,57,84.8,166.5
2016,76,108,96,142.8,280.4
2016,76,109,2,3.0,5.8
2016,76,110,2,3.0,5.8
2016,76,5,5,7.4,14.6
2016,76,7,20,29.8,58.4
2016,76,8,8,11.9,23.4
2016,76,9,16,23.8,46.7
2016,76,10,12,17.9,35.0
2016,76,11,24,35.7,70.1
2016,76,12,32,47.6,93.5
2016,76,13,15,22.3,43.8
2016,76,15,7,10.4,20.4
2016,76,16,42,62.5,122.7
2016,76,17,13,19.3,38.0
2016,76,19,2,3.0,5.8
2016,76,20,312,464.1,911.2
2016,76,21,9,13.4,26.3
2016,76,22,1,1.5,2.9
2016,76,23,22,32.7,64.2
2016,76,24,2,3.0,5.8
2016,76,26,190,282.6,554.9
2016,76,27,101,150.2,295.0
2016,76,28,2,3.0,5.8
2016,76,29,47,69.9,137.3
2016,76,30,160,238.0,467.3
2016,76,31,135,200.8,394.3
2016,76,32,20,29.8,58.4
2016,76,33,77,114.5,224.9
2016,76,34,1,1.5,2.9
2016,76,35,204,303.5,595.8
2016,76,36,9,13.4,26.3
2016,76,38,117,174.1,341.7
2016,76,39,4,6.0,11.7
2016,76,41,1,1.5,2.9
2016,76,45,73,108.6,213.2
2016,76,46,8,11.9,23.4
2016,76,48,1,1.5,2.9
2016,76,49,22,32.7,64.2
2016,76,50,210,312.4,613.3
2016,76,51,1,1.5,2.9
2016,76,52,53,78.8,154.8
2016,76,53,81,120.5,236.6
2016,76,54,2,3.0,5.8
2016,76,55,1,1.5,2.9
2016,76,56,73,108.6,213.2
2016,76,57,28,41.7,81.8
2016,76,58,5,7.4,14.6
2016,76,59,7,10.4,20.4
2016,76,60,1,1.5,2.9
2016,76,61,1,1.5,2.9
2016,76,62,2,3.0,5.8
2016,76,63,2,3.0,5.8
2016,76,65,39,58.0,113.9
2016,76,66,1,1.5,2.9
2016,76,69,1,1.5,2.9
2016,76,74,30,44.6,87.6
2016,76,75,8,11.9,23.4
2016,76,76,10,14.9,29.2
2016,76,77,13,19.3,38.0
2016,76,78,310,461.2,905.3
2016,76,79,9,13.4,26.3
2016,76,80,164,244.0,478.9
2016,76,81,20,29.8,58.4
2016,76,96,1,1.5,2.9
2016,76,100,4,6.0,11.7
2016,76,103,1,1.5,2.9
2016,35,107,2,4.6,4.6
2016,35,0,90,206.8,206.8
2016,35,1,93,213.6,213.6
2016,35,2,34,78.1,78.1
2016,35,3,193,443.4,443.4
2016,35,4,122,280.3,280.3
2016,35,108,280,643.2,643.2
2016,35,110,6,13.8,13.8
2016,35,5,3,6.9,6.9
2016,35,112,1,2.3,2.3
2016,35,7,24,55.1,55.1
2016,35,8,13,29.9,29.9
2016,35,9,22,50.5,50.5
2016,35,10,10,23.0,23.0
2016,35,11,68,156.2,156.2
2016,35,12,49,112.6,112.6
2016,35,13,4,9.2,9.2
2016,35,14,2,4.6,4.6
2016,35,15,16,36.8,36.8
2016,35,16,31,71.2,71.2
2016,35,17,32,73.5,73.5
2016,35,18,1,2.3,2.3
2016,35,19,27,62.0,62.0
2016,35,20,399,916.6,916.6
2016,35,21,39,89.6,89.6
2016,35,22,10,23.0,23.0
2016,35,23,20,45.9,45.9
2016,35,26,308,707.6,707.6
2016,35,27,173,397.4,397.4
2016,35,29,73,167.7,167.7
2016,35,30,212,487.0,487.0
2016,35,31,115,264.2,264.2
2016,35,32,33,75.8,75.8
2016,35,33,144,330.8,330.8
2016,35,34,1,2.3,2.3
2016,35,35,316,725.9,725.9
2016,35,36,18,41.4,41.4
2016,35,38,99,227.4,227.4
2016,35,39,7,16.1,16.1
2016,35,45,26,59.7,59.7
2016,35,46,26,59.7,59.7
2016,35,48,3,6.9,6.9
2016,35,49,26,59.7,59.7
2016,35,50,226,519.2,519.2
2016,35,52,100,229.7,229.7
2016,35,53,88,202.2,202.2
2016,35,54,6,13.8,13.8
2016,35,55,14,32.2,32.2
2016,35,56,78,179.2,179.2
2016,35,57,59,135.5,135.5
2016,35,58,24,55.1,55.1
2016,35,59,13,29.9,29.9
2016,35,60,1,2.3,2.3
2016,35,62,4,9.2,9.2
2016,35,65,33,75.8,75.8
2016,35,66,6,13.8,13.8
2016,35,72,3,6.9,6.9
2016,35,74,75,172.3,172.3
2016,35,75,6,13.8,13.8
2016,35,76,25,57.4,57.4
2016,35,77,67,153.9,153.9
2016,35,78,494,1134.8,1134.8
2016,35,79,44,101.1,101.1
2016,35,80,194,445.7,445.7
2016,35,81,6,13.8,13.8
2016,35,97,3,6.9,6.9
2016,35,100,2,4.6,4.6
2016,35,101,1,2.3,2.3
2016,35,103,1,2.3,2.3
2016,35,104,1,2.3,2.3
2016,35,105,2,4.6,4.6
2016,36,107,7,4.1,4.1
2016,36,0,89,52.5,52.5
2016,36,1,131,77.2,77.2
2016,36,2,52,30.7,30.7
2016,36,3,176,103.7,103.7
2016,36,4,158,93.1,93.1
2016,36,108,277,163.3,163.3
2016,36,110,7,4.1,4.1
2016,36,5,57,33.6,33.6
2016,36,6,8,4.7,4.7
2016,36,112,4,2.4,2.4
2016,36,113,1,0.6,0.6
2016,36,7,19,11.2,11.2
2016,36,8,24,14.1,14.1
2016,36,9,18,10.6,10.6
2016,36,10,7,4.1,4.1
2016,36,11,54,31.8,31.8
2016,36,12,35,20.6,20.6
2016,36,13,4,2.4,2.4
2016,36,14,2,1.2,1.2
2016,36,15,11,6.5,6.5
2016,36,16,37,21.8,21.8
2016,36,17,16,9.4,9.4
2016,36,19,1,0.6,0.6
2016,36,20,505,297.7,297.7
2016,36,21,25,14.7,14.7
2016,36,22,12,7.1,7.1
2016,36,23,39,23.0,23.0
2016,36,24,2,1.2,1.2
2016,36,26,600,353.7,353.7
2016,36,27,319,188.0,188.0
2016,36,28,1,0.6,0.6
2016,36,29,396,233.4,233.4
2016,36,30,1390,819.4,819.4
2016,36,31,454,267.6,267.6
2016,36,32,55,32.4,32.4
2016,36,33,162,95.5,95.5
2016,36,34,1,0.6,0.6
2016,36,35,786,463.3,463.3
2016,36,36,57,33.6,33.6
2016,36,38,589,347.2,347.2
2016,36,39,82,48.3,48.3
2016,36,41,1,0.6,0.6
2016,36,45,41,24.2,24.2
2016,36,46,15,8.8,8.8
2016,36,48,6,3.5,3.5
2016,36,49,11,6.5,6.5
2016,36,50,240,141.5,141.5
2016,36,52,18,10.6,10.6
2016,36,53,106,62.5,62.5
2016,36,54,2,1.2,1.2
2016,36,55,8,4.7,4.7
2016,36,56,77,45.4,45.4
2016,36,57,40,23.6,23.6
2016,36,58,8,4.7,4.7
2016,36,59,28,16.5,16.5
2016,36,60,3,1.8,1.8
2016,36,62,5,2.9,2.9
2016,36,65,28,16.5,16.5
2016,36,66,1,0.6,0.6
2016,36,72,1,0.6,0.6
2016,36,74,100,58.9,58.9
2016,36,75,4,2.4,2.4
2016,36,76,5,2.9,2.9
2016,36,77,19,11.2,11.2
2016,36,78,363,214.0,214.0
2016,36,79,39,23.0,23.0
2016,36,80,135,79.6,79.6
2016,36,81,2,1.2,1.2
2016,36,89,6,3.5,3.5
2016,36,92,1,0.6,0.6
2016,36,96,3,1.8,1.8
2016,36,103,2,1.2,1.2
2016,11,107,5,2.4,2.4
2016,11,0,319,154.1,154.1
2016,11,1,205,99.0,99.0
2016,11,2,52,25.1,25.1
2016,11,3,462,223.1,223.1
2016,11,4,194,93.7,93.7
2016,11,108,253,122.2,122.2
2016,11,109,9,4.3,4.3
2016,11,110,14,6.8,6.8
2016,11,5,64,30.9,30.9
2016,11,6,2,1.0,1.0
2016,11,112,5,2.4,2.4
2016,11,113,4,1.9,1.9
2016,11,7,66,31.9,31.9
2016,11,8,41,19.8,19.8
2016,11,9,76,36.7,36.7
2016,11,10,21,10.1,10.1
2016,11,11,198,95.6,95.6
2016,11,12,95,45.9,45.9
2016,11,13,15,7.2,7.2
2016,11,14,2,1.0,1.0
2016,11,15,35,16.9,16.9
2016,11,16,122,58.9,58.9
2016,11,17,88,42.5,42.5
2016,11,18,1,0.5,0.5
2016,11,19,10,4.8,4.8
2016,11,20,1243,600.3,600.3
2016,11,21,39,18.8,18.8
2016,11,22,8,3.9,3.9
2016,11,23,64,30.9,30.9
2016,11,24,6,2.9,2.9
2016,11,26,1411,681.5,681.5
2016,11,27,398,192.2,192.2
2016,11,28,2,1.0,1.0
2016,11,29,1186,572.8,572.8
2016,11,30,2540,1226.7,1226.7
2016,11,31,643,310.5,310.5
2016,11,32,38,18.4,18.4
2016,11,33,735,355.0,355.0
2016,11,34,3,1.4,1.4
2016,11,35,1788,863.5,863.5
2016,11,36,88,42.5,42.5
2016,11,37,1,0.5,0.5
2016,11,38,717,346.3,346.3
2016,11,39,32,15.5,15.5
2016,11,40,1,0.5,0.5
2016,11,41,3,1.4,1.4
2016,11,42,3,1.4,1.4
2016,11,45,159,76.8,76.8
2016,11,46,28,13.5,13.5
2016,11,48,33,15.9,15.9
2016,11,49,22,10.6,10.6
2016,11,50,672,324.5,324.5
2016,11,51,3,1.4,1.4
2016,11,52,125,60.4,60.4
2016,11,53,246,118.8,118.8
2016,11,54,4,1.9,1.9
2016,11,55,21,10.1,10.1
2016,11,56,38,18.4,18.4
2016,11,57,41,19.8,19.8
2016,11,58,19,9.2,9.2
2016,11,59,78,37.7,37.7
2016,11,60,2,1.0,1.0
2016,11,61,3,1.4,1.4
2016,11,62,6,2.9,2.9
2016,11,65,42,20.3,20.3
2016,11,66,3,1.4,1.4
2016,11,69,8,3.9,3.9
2016,11,72,5,2.4,2.4
2016,11,74,263,127.0,127.0
2016,11,75,26,12.6,12.6
2016,11,76,17,8.2,8.2
2016,11,77,41,19.8,19.8
2016,11,78,1252,604.7,604.7
2016,11,79,52,25.1,25.1
2016,11,80,124,59.9,59.9
2016,11,81,11,5.3,5.3
2016,11,89,3,1.4,1.4
2016,11,93,3,1.4,1.4
2016,11,95,4,1.9,1.9
2016,11,97,4,1.9,1.9
2016,11,103,1,0.5,0.5
2016,21,107,2,3.2,12.4
2016,21,0,13,20.9,80.4
2016,21,1,9,14.4,55.7
2016,21,2,2,3.2,12.4
2016,21,3,19,30.5,117.5
2016,21,4,6,9.6,37.1
2016,21,108,13,20.9,80.4
2016,21,110,1,1.6,6.2
2016,21,5,2,3.2,12.4
2016,21,7,1,1.6,6.2
2016,21,9,4,6.4,24.7
2016,21,11,5,8.0,30.9
2016,21,12,3,4.8,18.6
2016,21,13,2,3.2,12.4
2016,21,15,1,1.6,6.2
2016,21,16,12,19.3,74.2
2016,21,17,10,16.0,61.9
2016,21,19,3,4.8,18.6
2016,21,20,41,65.8,253.6
2016,21,22,1,1.6,6.2
2016,21,23,3,4.8,18.6
2016,21,26,12,19.3,74.2
2016,21,27,20,32.1,123.7
2016,21,29,5,8.0,30.9
2016,21,30,13,20.9,80.4
2016,21,31,4,6.4,24.7
2016,21,32,2,3.2,12.4
2016,21,33,4,6.4,24.7
2016,21,35,50,80.2,309.3
2016,21,36,1,1.6,6.2
2016,21,38,17,27.3,105.2
2016,21,45,1,1.6,6.2
2016,21,46,2,3.2,12.4
2016,21,49,1,1.6,6.2
2016,21,50,20,32.1,123.7
2016,21,52,16,25.7,99.0
2016,21,53,4,6.4,24.7
2016,21,56,9,14.4,55.7
2016,21,57,3,4.8,18.6
2016,21,58,2,3.2,12.4
2016,21,65,2,3.2,12.4
2016,21,74,13,20.9,80.4
2016,21,75,1,1.6,6.2
2016,21,78,32,51.4,198.0
2016,21,79,4,6.4,24.7
2016,21,80,2,3.2,12.4
2016,21,103,3,4.8,18.6
2016,33,0,8,12.8,132.3
2016,33,1,1,1.6,16.5
2016,33,3,14,22.5,231.6
2016,33,4,5,8.0,82.7
2016,33,108,18,28.9,297.7
2016,33,7,1,1.6,16.5
2016,33,9,2,3.2,33.1
2016,33,11,6,9.6,99.2
2016,33,13,2,3.2,33.1
2016,33,16,3,4.8,49.6
2016,33,17,3,4.8,49.6
2016,33,18,1,1.6,16.5
2016,33,19,1,1.6,16.5
2016,33,20,23,36.9,380.4
2016,33,26,8,12.8,132.3
2016,33,27,3,4.8,49.6
2016,33,29,1,1.6,16.5
2016,33,30,13,20.9,215.0
2016,33,31,4,6.4,66.2
2016,33,32,1,1.6,16.5
2016,33,33,7,11.2,115.8
2016,33,35,32,51.4,529.3
2016,33,36,1,1.6,16.5
2016,33,38,8,12.8,132.3
2016,33,46,2,3.2,33.1
2016,33,50,11,17.7,181.9
2016,33,52,19,30.5,314.3
2016,33,53,2,3.2,33.1
2016,33,56,3,4.8,49.6
2016,33,57,3,4.8,49.6
2016,33,58,3,4.8,49.6
2016,33,65,2,3.2,33.1
2016,33,78,27,43.3,446.6
2016,33,79,1,1.6,16.5
2016,33,80,2,3.2,33.1
2016,33,103,1,1.6,16.5
2016,33,105,1,1.6,16.5
2016,37,0,90,144.4,224.4
2016,37,1,57,91.5,142.1
2016,37,2,21,33.7,52.4
2016,37,3,125,200.6,311.7
2016,37,4,69,110.7,172.1
2016,37,108,135,216.7,336.7
2016,37,109,1,1.6,2.5
2016,37,110,4,6.4,10.0
2016,37,5,6,9.6,15.0
2016,37,7,14,22.5,34.9
2016,37,8,10,16.0,24.9
2016,37,9,3,4.8,7.5
2016,37,10,9,14.4,22.4
2016,37,11,39,62.6,97.3
2016,37,12,29,46.5,72.3
2016,37,13,11,17.7,27.4
2016,37,15,4,6.4,10.0
2016,37,16,43,69.0,107.2
2016,37,17,36,57.8,89.8
2016,37,19,4,6.4,10.0
2016,37,20,338,542.4,842.9
2016,37,21,6,9.6,15.0
2016,37,22,5,8.0,12.5
2016,37,23,39,62.6,97.3
2016,37,24,1,1.6,2.5
2016,37,26,142,227.9,354.1
2016,37,27,79,126.8,197.0
2016,37,29,65,104.3,162.1
2016,37,30,276,442.9,688.3
2016,37,31,112,179.7,279.3
2016,37,32,29,46.5,72.3
2016,37,33,119,191.0,296.8
2016,37,35,248,398.0,618.5
2016,37,36,19,30.5,47.4
2016,37,38,173,277.6,431.4
2016,37,39,1,1.6,2.5
2016,37,45,29,46.5,72.3
2016,37,46,6,9.6,15.0
2016,37,48,2,3.2,5.0
2016,37,49,21,33.7,52.4
2016,37,50,146,234.3,364.1
2016,37,52,21,33.7,52.4
2016,37,53,82,131.6,204.5
2016,37,55,2,3.2,5.0
2016,37,56,36,57.8,89.8
2016,37,57,20,32.1,49.9
2016,37,58,27,43.3,67.3
2016,37,59,11,17.7,27.4
2016,37,60,1,1.6,2.5
2016,37,62,3,4.8,7.5
2016,37,65,23,36.9,57.4
2016,37,69,1,1.6,2.5
2016,37,74,90,144.4,224.4
2016,37,75,9,14.4,22.4
2016,37,76,18,28.9,44.9
2016,37,77,16,25.7,39.9
2016,37,78,256,410.8,638.4
2016,37,79,24,38.5,59.9
2016,37,80,90,144.4,224.4
2016,37,81,11,17.7,27.4
2016,37,82,1,1.6,2.5
2016,37,101,1,1.6,2.5
2016,37,103,1,1.6,2.5
2016,12,107,6,2.6,2.6
2016,12,0,265,116.7,116.7
2016,12,1,216,95.2,95.2
2016,12,2,49,21.6,21.6
2016,12,3,442,194.7,194.7
2016,12,4,205,90.3,90.3
2016,12,108,244,107.5,107.5
2016,12,109,5,2.2,2.2
2016,12,110,15,6.6,6.6
2016,12,5,124,54.6,54.6
2016,12,6,19,8.4,8.4
2016,12,112,6,2.6,2.6
2016,12,113,4,1.8,1.8
2016,12,7,47,20.7,20.7
2016,12,8,28,12.3,12.3
2016,12,9,45,19.8,19.8
2016,12,10,31,13.7,13.7
2016,12,11,137,60.4,60.4
2016,12,12,43,18.9,18.9
2016,12,13,50,22.0,22.0
2016,12,15,24,10.6,10.6
2016,12,16,92,40.5,40.5
2016,12,17,146,64.3,64.3
2016,12,19,6,2.6,2.6
2016,12,20,1092,481.0,481.0
2016,12,21,56,24.7,24.7
2016,12,22,2,0.9,0.9
2016,12,23,141,62.1,62.1
2016,12,24,5,2.2,2.2
2016,12,25,1,0.4,0.4
2016,12,26,1241,546.7,546.7
2016,12,27,475,209.2,209.2
2016,12,28,3,1.3,1.3
2016,12,29,771,339.6,339.6
2016,12,30,2256,993.8,993.8
2016,12,31,680,299.5,299.5
2016,12,32,142,62.6,62.6
2016,12,33,629,277.1,277.1
2016,12,34,4,1.8,1.8
2016,12,35,1483,653.3,653.3
2016,12,36,85,37.4,37.4
2016,12,37,1,0.4,0.4
2016,12,38,682,300.4,300.4
2016,12,39,60,26.4,26.4
2016,12,41,3,1.3,1.3
2016,12,42,1,0.4,0.4
2016,12,44,2,0.9,0.9
2016,12,45,90,39.6,39.6
2016,12,46,27,11.9,11.9
2016,12,47,1,0.4,0.4
2016,12,48,19,8.4,8.4
2016,12,49,13,5.7,5.7
2016,12,50,519,228.6,228.6
2016,12,52,98,43.2,43.2
2016,12,53,263,115.9,115.9
2016,12,54,18,7.9,7.9
2016,12,55,46,20.3,20.3
2016,12,56,117,51.5,51.5
2016,12,57,57,25.1,25.1
2016,12,58,12,5.3,5.3
2016,12,59,49,21.6,21.6
2016,12,60,1,0.4,0.4
2016,12,61,1,0.4,0.4
2016,12,62,5,2.2,2.2
2016,12,65,97,42.7,42.7
2016,12,66,2,0.9,0.9
2016,12,69,2,0.9,0.9
2016,12,72,2,0.9,0.9
2016,12,74,230,101.3,101.3
2016,12,75,11,4.8,4.8
2016,12,76,12,5.3,5.3
2016,12,77,61,26.9,26.9
2016,12,78,1095,482.4,482.4
2016,12,79,61,26.9,26.9
2016,12,80,360,158.6,158.6
2016,12,81,25,11.0,11.0
2016,12,89,8,3.5,3.5
2016,12,91,2,0.9,0.9
2016,12,93,2,0.9,0.9
2016,12,95,4,1.8,1.8
2016,12,99,3,1.3,1.3
2016,12,103,3,1.3,1.3
2016,13,107,2,2.2,2.2
2016,13,0,159,171.2,171.2
2016,13,1,244,262.7,262.7
2016,13,2,71,76.4,76.4
2016,13,3,152,163.6,163.6
2016,13,4,199,214.2,214.2
2016,13,108,150,161.5,161.5
2016,13,109,5,5.4,5.4
2016,13,110,23,24.8,24.8
2016,13,5,94,101.2,101.2
2016,13,6,15,16.1,16.1
2016,13,112,1,1.1,1.1
2016,13,7,25,26.9,26.9
2016,13,8,32,34.4,34.4
2016,13,9,20,21.5,21.5
2016,13,10,11,11.8,11.8
2016,13,11,54,58.1,58.1
2016,13,12,58,62.4,62.4
2016,13,13,3,3.2,3.2
2016,13,15,16,17.2,17.2
2016,13,16,47,50.6,50.6
2016,13,17,28,30.1,30.1
2016,13,19,1,1.1,1.1
2016,13,20,873,939.8,939.8
2016,13,21,114,122.7,122.7
2016,13,22,15,16.1,16.1
2016,13,23,96,103.3,103.3
2016,13,24,8,8.6,8.6
2016,13,25,2,2.2,2.2
2016,13,26,667,718.0,718.0
2016,13,27,575,619.0,619.0
2016,13,28,3,3.2,3.2
2016,13,29,612,658.8,658.8
2016,13,30,2055,2212.2,2212.2
2016,13,31,714,768.6,768.6
2016,13,32,623,670.7,670.7
2016,13,33,548,589.9,589.9
2016,13,34,6,6.5,6.5
2016,13,35,1486,1599.7,1599.7
2016,13,36,221,237.9,237.9
2016,13,37,1,1.1,1.1
2016,13,38,1087,1170.2,1170.2
2016,13,39,46,49.5,49.5
2016,13,42,13,14.0,14.0
2016,13,45,165,177.6,177.6
2016,13,46,5,5.4,5.4
2016,13,48,18,19.4,19.4
2016,13,49,17,18.3,18.3
2016,13,50,681,733.1,733.1
2016,13,52,32,34.4,34.4
2016,13,53,321,345.6,345.6
2016,13,54,2,2.2,2.2
2016,13,55,55,59.2,59.2
2016,13,56,289,311.1,311.1
2016,13,57,67,72.1,72.1
2016,13,58,25,26.9,26.9
2016,13,59,63,67.8,67.8
2016,13,60,4,4.3,4.3
2016,13,61,1,1.1,1.1
2016,13,62,4,4.3,4.3
2016,13,63,2,2.2,2.2
2016,13,65,43,46.3,46.3
2016,13,66,4,4.3,4.3
2016,13,72,3,3.2,3.2
2016,13,74,147,158.2,158.2
2016,13,75,7,7.5,7.5
2016,13,76,1,1.1,1.1
2016,13,77,23,24.8,24.8
2016,13,78,479,515.6,515.6
2016,13,79,40,43.1,43.1
